Fri Oct 1 16:31:04 EDT 1999    43748
Fri Oct 1 16:31:08 EDT 1999    24664
Fri Oct 1 16:31:13 EDT 1999    28486
Fri Oct 1 16:31:19 EDT 1999     9339
Fri Oct 1 16:31:24 EDT 1999    13472
Fri Oct 1 16:31:28 EDT 1999    26975
Fri Oct 1 16:31:34 EDT 1999    12632
Fri Oct 1 16:31:40 EDT 1999    49034
Fri Oct 1 16:32:01 EDT 1999    24281
Fri Oct 1 16:32:04 EDT 1999    34056
Fri Oct 1 16:32:09 EDT 1999    13935
Fri Oct 1 16:32:14 EDT 1999    26270
Fri Oct 1 16:32:18 EDT 1999    35028
Fri Oct 1 16:34:56 EDT 1999    43806
Fri Oct 1 16:34:59 EDT 1999    32881
Fri Oct 1 16:35:03 EDT 1999    30805
Fri Oct 1 16:35:08 EDT 1999    37361
Fri Oct 1 16:35:12 EDT 1999    44142
Fri Oct 1 16:35:17 EDT 1999     5756
Fri Oct 1 16:35:22 EDT 1999    16037
Fri Oct 1 16:46:10 EDT 1999    23440
Fri Oct 1 16:46:15 EDT 1999    47436
Fri Oct 1 16:46:19 EDT 1999    49474
Fri Oct 1 16:46:24 EDT 1999    12311
Fri Oct 1 16:46:28 EDT 1999     1207
Fri Oct 1 16:46:33 EDT 1999     8840
Fri Oct 1 16:46:38 EDT 1999       29
Fri Oct 1 16:46:43 EDT 1999    48315
Fri Oct 1 16:46:48 EDT 1999    43170
Fri Oct 1 16:46:53 EDT 1999    45697
Fri Oct 1 16:46:58 EDT 1999    18081
Fri Oct 1 16:48:15 EDT 1999    35284
Fri Oct 1 16:48:20 EDT 1999    29592
Fri Oct 1 16:48:24 EDT 1999      197
Fri Oct 1 17:10:21 EDT 1999    10016
Fri Oct 1 17:10:26 EDT 1999    43674
Fri Oct 1 17:10:30 EDT 1999    22092
Fri Oct 1 17:10:36 EDT 1999    12502
Fri Oct 1 17:10:41 EDT 1999    38021
Fri Oct 1 17:10:46 EDT 1999    27013
Fri Oct 1 17:10:51 EDT 1999    28512
Fri Oct 1 17:10:57 EDT 1999    46486
Fri Oct 1 17:11:02 EDT 1999    17527
Fri Oct 1 17:11:06 EDT 1999    22605
Fri Oct 1 17:13:10 EDT 1999    45062
Fri Oct 1 17:13:15 EDT 1999    35313
Fri Oct 1 17:13:20 EDT 1999    25503
Fri Oct 1 17:13:24 EDT 1999    33763
Fri Oct 1 17:13:29 EDT 1999    36628
Fri Oct 1 17:13:35 EDT 1999    39027
Fri Oct 1 17:13:39 EDT 1999    18035
Fri Oct 1 17:47:23 EDT 1999    23293
Fri Oct 1 17:47:25 EDT 1999    41215
Fri Oct 1 17:47:29 EDT 1999    31338
Fri Oct 1 17:47:34 EDT 1999    30610
Fri Oct 1 17:47:38 EDT 1999    22895
Fri Oct 1 17:47:43 EDT 1999     9438
Fri Oct 1 17:47:48 EDT 1999     7788
Fri Oct 1 17:47:53 EDT 1999     9551
Fri Oct 1 17:47:58 EDT 1999    38145
Fri Oct 1 17:48:04 EDT 1999    15020
Fri Oct 1 17:48:08 EDT 1999    32508
Fri Oct 1 17:48:13 EDT 1999    48054
Fri Oct 1 17:55:07 EDT 1999     3795
Fri Oct 1 17:55:12 EDT 1999    47212
Fri Oct 1 17:55:16 EDT 1999    15712
Fri Oct 1 17:55:21 EDT 1999    25234
Fri Oct 1 20:52:45 EDT 1999    19051
Fri Oct 1 20:52:49 EDT 1999    21090
Fri Oct 1 20:53:50 EDT 1999    39177
Fri Oct 1 20:53:55 EDT 1999    21657
Fri Oct 1 20:54:00 EDT 1999    17502
Fri Oct 1 20:54:04 EDT 1999    16665
Fri Oct 1 20:54:09 EDT 1999    21807
Fri Oct 1 20:54:14 EDT 1999     9757
Fri Oct 1 20:54:19 EDT 1999     1422
Fri Oct 1 20:54:24 EDT 1999    32730
Fri Oct 1 20:54:29 EDT 1999    42584
Fri Oct 1 20:54:34 EDT 1999    42604
Fri Oct 1 20:54:39 EDT 1999    45111
Fri Oct 1 20:54:43 EDT 1999    16393
Fri Oct 1 20:54:48 EDT 1999    12975
Fri Oct 1 20:54:53 EDT 1999    39434
Fri Oct 1 20:54:58 EDT 1999    46954
Sat Oct 2 07:50:42 EDT 1999     4244
Sat Oct 2 09:06:22 EDT 1999    16073
Sat Oct 2 09:21:16 EDT 1999    41423
Sat Oct 2 10:10:01 EDT 1999    34922
Sat Oct 2 10:55:53 EDT 1999    36055
Sat Oct 2 10:55:55 EDT 1999     4608
Sat Oct 2 10:56:00 EDT 1999    36076
Sat Oct 2 10:56:04 EDT 1999     5153
Sat Oct 2 10:56:08 EDT 1999    26995
Sat Oct 2 10:56:13 EDT 1999    25043
Sat Oct 2 10:56:18 EDT 1999    23739
Sat Oct 2 10:56:23 EDT 1999    48346
Sat Oct 2 10:56:28 EDT 1999     9287
Sat Oct 2 10:56:33 EDT 1999     9920
Sat Oct 2 10:56:38 EDT 1999    24613
Sat Oct 2 10:56:43 EDT 1999    43616
Sat Oct 2 12:28:41 EDT 1999    29203
Sat Oct 2 12:28:45 EDT 1999     5664
Sat Oct 2 12:28:50 EDT 1999    49757
Sat Oct 2 12:28:54 EDT 1999    24538
Sat Oct 2 12:48:30 EDT 1999    10402
Sat Oct 2 12:48:35 EDT 1999    28027
Sat Oct 2 12:48:52 EDT 1999    34465
Sat Oct 2 12:49:09 EDT 1999    47038
Sat Oct 2 12:49:27 EDT 1999    19498
Sat Oct 2 12:49:41 EDT 1999    12337
Sat Oct 2 12:49:53 EDT 1999     7509
Sat Oct 2 12:50:08 EDT 1999    13811
Sat Oct 2 12:50:13 EDT 1999    44810
Sat Oct 2 12:50:18 EDT 1999      789
Sat Oct 2 12:50:34 EDT 1999    44650
Sat Oct 2 12:50:51 EDT 1999    35003
Sat Oct 2 12:50:56 EDT 1999    24235
Sat Oct 2 12:51:00 EDT 1999    33905
Sat Oct 2 12:51:05 EDT 1999    29849
Sat Oct 2 12:51:10 EDT 1999    29775
Sat Oct 2 12:51:14 EDT 1999    33192
Sat Oct 2 12:51:20 EDT 1999    38400
Sat Oct 2 13:04:47 EDT 1999    22658
Sat Oct 2 13:05:04 EDT 1999    48502
Sat Oct 2 13:52:36 EDT 1999    18537
Sat Oct 2 14:03:03 EDT 1999    28614
Sat Oct 2 14:03:08 EDT 1999     5182
Sat Oct 2 14:03:12 EDT 1999    20237
Sat Oct 2 14:03:17 EDT 1999    39441
Sat Oct 2 14:26:04 EDT 1999    13712
Sat Oct 2 14:26:07 EDT 1999     7070
Sat Oct 2 14:26:11 EDT 1999     5193
Sat Oct 2 14:26:16 EDT 1999     1108
Sat Oct 2 14:26:20 EDT 1999    27825
Sat Oct 2 14:26:24 EDT 1999    31976
Sat Oct 2 14:26:30 EDT 1999     6851
Sat Oct 2 14:26:35 EDT 1999    42334
Sat Oct 2 14:26:40 EDT 1999    25335
Sat Oct 2 14:26:45 EDT 1999    33920
Sat Oct 2 14:26:50 EDT 1999    23450
Sat Oct 2 14:26:55 EDT 1999    12781
Sat Oct 2 14:49:52 EDT 1999     8475
Sat Oct 2 14:52:09 EDT 1999    16987
Sat Oct 2 15:20:50 EDT 1999    43518
Sat Oct 2 15:20:55 EDT 1999      964
Sat Oct 2 15:21:00 EDT 1999    29458
Sat Oct 2 15:21:04 EDT 1999     6810
Sat Oct 2 15:37:56 EDT 1999    15116
Sat Oct 2 16:59:25 EDT 1999    48833
Sat Oct 2 16:59:30 EDT 1999    34283
Sat Oct 2 16:59:34 EDT 1999    17260
Sat Oct 2 16:59:38 EDT 1999    43527
Sat Oct 2 16:59:43 EDT 1999    13926
Sat Oct 2 16:59:48 EDT 1999    40448
Sat Oct 2 16:59:53 EDT 1999    10788
Sat Oct 2 16:59:57 EDT 1999    47029
Sat Oct 2 17:00:03 EDT 1999    15024
Sat Oct 2 17:00:09 EDT 1999    15717
Sat Oct 2 17:00:14 EDT 1999    25869
Sat Oct 2 17:15:42 EDT 1999    25465
Sat Oct 2 17:15:46 EDT 1999    22230
Sat Oct 2 17:15:51 EDT 1999      175
Sat Oct 2 17:15:56 EDT 1999    19955
Sat Oct 2 17:16:00 EDT 1999    21303
Sat Oct 2 17:16:05 EDT 1999    27418
Sat Oct 2 17:16:10 EDT 1999    38705
Sat Oct 2 17:16:15 EDT 1999     1408
Sat Oct 2 17:16:20 EDT 1999    27856
Sat Oct 2 17:16:25 EDT 1999     5998
Sat Oct 2 17:16:30 EDT 1999    16114
