56011 3 C 7 100 - - - - - - - - - 
56013 2 A 7 020 - - - - - - - - - 
56901 7 B l 070 050 032 048 - 030 033 - - - 
56902 7 A B 078 085 077 082 - 062 - - - - 
56903 6 C B 010 - - - - - - - - - 
56904 5 A 7 020 025 033 017 - - - - - - 
56905 6 A B 091 088 090 085 - - 085 - - - 
56909 7 A r 018 022 024 031 - - 033 - - - 
56910 7 B l 017 006 020 021 - - - - - - 
56911 5 C 7 027 054 - - - - - - - - 
56912 7 B r 026 017 022 022 - - 027 - - - 
56913 5 C 7 047 - - - - - - - - - 
56915 5 C 7 053 077 083 087 - 083 - - - - 
56916 5 A B 085 - 088 086 - 087 - - - - 
56917 7 B r 014 035 017 - - - - - - - 
56918 5 A 7 016 025 021 - - - - - - - 
56921 5 C 7 039 - - - - - - - - - 
56922 5 C 7 025 043 039 026 - - - - - - 
56923 7 B r 039 044 045 051 - - - - - - 
57901 7 A r 028 048 - 054 - 057 - - - - 
57906 5 A 7 028 028 027 030 - - - - - - 
57907 5 A 7 079 096 094 093 - - - - - - 
58005 2 A B 100 096 - - - - - - - - 
58007 2 A B 005 - - - - - - - - - 
58008 2 C 7 021 020 - - - - - - - - 
58009 2 A 7 098 097 - - - - - - - - 
58010 2 C B l - - - - - - - - - 
58011 2 A 7 099 100 - - - - - - - - 
58014 3 A B 024 - - - - - - - - - 
58015 2 A B 077 - - - - - - - - - 
58016 2 C 7 004 021 - - - - - - - - 
58017 3 C B l l - - - - - - - - 
58020 3 C B 069 - - - - - - - - - 
58021 2 C 7 082 - - - - - - - - - 
58022 2 C 7 081 - - - - - - - - - 
58023 2 A B 061 - - - - - - - - - 
58026 3 A 7 048 - - - - - - - - - 
58028 2 C 7 079 - - - - - - - - - 
58030 3 A B 084 - - - - - - - - - 
58902 5 C 7 086 086 083 081 - - - - - - 
58904 5 C 7 027 018 021 - - - - - - - 
58906 5 A 7 096 095 091 094 - - - - - - 
58908 5 C 7 073 071 - - - - - - - - 
58909 6 A 7 006 012 - - - - - - - - 
59001 1 A B 055 051 055 - - - - - - - 
59002 1 C 7 100 100 100 - - - - - - - 
59003 1 C B 100 - - - - - - - - - 
60001 1 C B 095 100 100 100 - - - - - - 
60002 1 A 7 090 098 100 091 - - - - - - 
60003 1 C B 100 097 099 - - - - - - - 
60004 1 C 7 100 100 100 - - - - - - - 
60005 1 A B 098 099 100 - - - - - - - 
60006 1 A B 100 099 100 - - - - - - - 
61001 1 C 7 098 099 100 - - - - - - - 
61002 1 A 7 100 100 100 - - - - - - - 
61003 2 C B 051 069 - - - - - - - - 
61004 1 C 7 099 090 - - - - - - - - 
61005 3 A 7 013 015 - - - - - - - - 
61006 2 C 7 068 065 - - - - - - - - 
61007 2 A 7 052 074 - - - - - - - - 
61008 2 A 7 054 052 - - - - - - - - 
61009 2 C B 018 - - - - - - - - - 
61010 3 C B 097 089 - - - - - - - - 
61011 1 A 7 100 - - - - - - - - - 
61012 2 C 7 079 - - - - - - - - - 
61013 1 C B 100 - - - - - - - - - 
61014 2 A B 095 - - - - - - - - - 
61101 1 A 7 100 100 100 100 - - - - - - 
62001 1 A 7 093 100 098 - - - - - - - 
62002 1 C 7 094 098 100 - - - - - - - 
62003 1 C 7 100 100 100 - - - - - - - 
62004 2 C 7 100 - - - - - - - - - 
62005 1 A B 095 096 091 - - - - - - - 
62006 2 A B 088 100 095 - - - - - - - 
62007 2 A 7 100 098 - - - - - - - - 
62008 1 A B 099 100 - - - - - - - - 
62009 2 A 7 098 089 - - - - - - - - 
62010 3 C 7 059 075 - - - - - - - - 
62011 2 C B 096 097 - - - - - - - - 
62012 2 C B 014 - - - - - - - - - 
62013 1 C 7 100 - - - - - - - - - 
62014 2 C 7 094 - - - - - - - - - 
